#,Token,,Price,Change (%),Volume (24H),Circulating Market Cap,Onchain Market Cap,Holders,Id
1152,Curate(XCUR),,$0.00860.000003 ETH,-6.06%,"$11,058.00 ","$428,062.00 ","$85,582.20 ",52040.00%,0xE1c7E30C42C24582888C758984f6e382096786bd
1153,Armor(ARMOR),,$0.00180.000001 ETH,-1.97%,$30.00 ,"$423,989.00 ","$1,786,030.00 ","15,161-0.007%",0x1337def16f9b486faed0293eb623dc8395dfe46a
1154,Atomic Wallet Token(AWC),,$0.03980.000013 ETH,-5.93%,$797.00 ,"$422,077.00 ","$3,980,487.99 ",471360.00%,0xad22f63404f7305e4713ccbd4f296f34770513f4
1155,Concentrator Token(CTR),,$0.3840.000123 ETH,--,$7.00 ,"$419,994.00 ","$1,919,850.00 ",5110.00%,0xb3ad645db386d7f6d753b2b9c3f4b853da6890b8
1156,Fodl(FODL),,$0.00110.000000 ETH,-2.86%,"$1,044.00 ","$418,330.00 ","$1,104,800.00 ",19190.00%,0x4c2e59d098df7b6cbae0848d66de2f8a4889b9c3
1157,ETHPAD.network(ETHPAD),,$0.00310.000001 ETH,-1.01%,"$168,001.00 ","$417,955.00 ","$2,176,649.46 ",27880.00%,0x8db1d28ee0d822367af8d220c0dc7cb6fe9dc442
1158,BIXToken(BIX),,$0.00360.000001 ETH,-0.03%,$1.00 ,"$417,011.00 ","$747,008.44 ",5520.00%,0x009c43b42aefac590c719e971020575974122803
1159,Rand Token(RND),,$0.06960.000022 ETH,5.62%,"$20,161.00 ","$415,067.00 ","$13,917,400.00 ",1903.68%,0x8be8B0DDe627dD6be9A4b7fCADd04899aabDB2B1
1160,μElemental(μELEM),,$0.00110.000000 ETH,--,"$1,001.00 ","$411,458.00 ","$411,458.50 ",232,0xbA10085F901aE4048134E556d579CfD1BFAf89cF
1161,Paint(PAINT),,$0.000.000000 ETH,-0.09%,"$30,453.00 ","$406,147.00 ","$772,137.80 ",93300.00%,0x4c6ec08cf3fc987c6c4beb03184d335a2dfc4042
1162,Revomon(REVO),,$0.01130.000004 ETH,--,$61.00 ,"$399,457.00 ","$1,127,051.00 ",31080.00%,0x155040625d7ae3e9cada9a73e3e44f76d3ed1409
1163,Scalia Infrastructure(SCALE),,$0.00410.000001 ETH,-8.72%,"$1,597.00 ","$399,082.00 ","$411,316.12 ","8,284-0.060%",0x8A0a9b663693A22235B896f70a229C4A22597623
1164,ChainPort Token(PORTX),,$0.00230.000001 ETH,1.61%,"$1,889.00 ","$392,145.00 ","$2,310,660.00 ",1550.00%,0x104f3152d8ebfc3f679392977356962ff36566ac
1165,Snetwork(SNET),,$0.00160.000001 ETH,-0.25%,$219.00 ,"$391,507.00 ","$1,642,750.00 ",5550.00%,0xff19138b039d938db46bdda0067dc4ba132ec71c
1166,PumaPay(PMA),,$0.000.000000 ETH,-3.37%,$2.00 ,"$389,990.00 ","$1,148,792.32 ",169460.00%,0x846c66cf71c43f80403b51fe3906b3599d63336f
1167,Rio Fuel Token(RFuel),,$0.00170.000001 ETH,-1.56%,"$1,036.00 ","$387,970.00 ","$618,632.15 ",68700.00%,0xaf9f549774ecedbd0966c52f250acc548d3f36e5
1168,Earn Network(EARN),,$0.00060.000000 ETH,-0.16%,"$11,686.00 ","$377,935.00 ","$6,296,800.00 ",15920.06%,0x12Ed0641242e4C6c220e3ca8F616E9d5470AC99a
1169,Propel Token(PEL),,$0.00410.000001 ETH,-4.61%,"$31,235.00 ","$377,292.00 ","$405,421.00 ",180.00%,0xA75E7928d3de682e3F44dA60C26F33117c4E6C5c
1170,Hat(HAT),,$0.0260.000008 ETH,-29.62%,"$11,162.00 ","$375,310.00 ","$1,611,876.13 ",120.00%,0x76c4ec0068923da13ee11527d6cf9b7521000049
1171,Humaniq(HMQ),,$0.0020.000001 ETH,--,$0.00 ,"$375,274.00 ","$413,003.10 ",59990.00%,0xcbcc0f036ed4788f63fc0fee32873d6a7487b908
1172,InsightX(INX),,$0.00180.000001 ETH,-6.78%,$981.00 ,"$374,611.00 ","$458,690.00 ",3470.29%,0x67f3086f7823eaf35f5aaadfb2e9b9c5b09578cf
1173,DomRaiderToken(DRT),,$0.00060.000000 ETH,-5.10%,$0.00 ,"$373,174.00 ","$820,163.13 ",86050.00%,0x9af4f26941677c706cfecf6d3379ff01bb85d5ab
1174,decentral.games($DG),,$11.910.003824 ETH,-7.95%,$28.00 ,"$371,331.00 ","$11,910,000.00 ","2,988-0.368%",0xEE06A81a695750E71a662B51066F2c74CF4478a0
1175,SSNC(SSNC),,$0.00310.000001 ETH,-37.93%,"$62,383.00 ","$367,505.00 ","$3,055,140.00 ","3,842-0.130%",0x6715515f5aa98e8bd3624922e1ba91e6f5fc4402
1176,Salad(SALD),,$0.0030.000001 ETH,-18.90%,"$309,333.00 ","$366,776.00 ","$5,003,980.80 ",7440.54%,0x5582a479f0c403e207d2578963ccef5d03ba636f
1177,FreewayToken(FWT),,$0.00010.000000 ETH,-0.51%,"$18,453.00 ","$364,920.00 ","$538,200.00 ",42950.00%,0x20e7125677311fca903a8897042b9983f22ea295
1178,DREP(DREP),,$0.00630.000002 ETH,-9.39%,"$4,259.00 ","$364,036.00 ","$633,897.00 ",26990.04%,0x3ab6ed69ef663bd986ee59205ccad8a20f98b4c2
1179,Papi(PAPI),,$0.000.000000 ETH,-4.30%,$125.00 ,"$360,213.00 ","$385,254.78 ","1,565-0.064%",0x693c216aa181ebf776730d16c7ba06842548415e
1180,Drift Token(DRIFT),,$0.00010.000000 ETH,-8.49%,$899.00 ,"$353,077.00 ","$1,016,805.85 ",543,0xb7cFfebB06621287C7850ffefB22c30252E78e6B
1181,SELF Crypto(SELF),,$0.0020.000001 ETH,5.91%,"$1,142.00 ","$352,748.00 ","$38,930.99 ",1760.00%,0x4af8aa621df6dd3e2d653188a357fc2b35c6a037
1182,NearPAD Token(PAD),,$0.01070.000003 ETH,-1.61%,"$1,452.00 ","$349,048.00 ","$1,607,299.50 ",722,0xea7cc765ebc94c4805e3bff28d7e4ae48d06468a
1183,Rentible(RNB),,$0.03490.000011 ETH,--,$393.00 ,"$348,916.00 ","$348,915.70 ",12420.00%,0x20a62aCA58526836165cA53fE67dd884288c8Abf
1184,Rating(Rating),,$0.00010.000000 ETH,-4.02%,$465.00 ,"$348,693.00 ","$791,500.00 ",59960.00%,0xe8663a64a96169ff4d95b4299e7ae9a76b905b31
1185,Shirtum(SHI),,$0.00160.000001 ETH,-3.49%,"$12,157.00 ","$344,546.00 ","$122,207.42 ",2080.00%,0xad996a45fd2373ed0b10efa4a8ecb9de445a4302
1186,Ceres(CERES),,$14.580.004681 ETH,-2.19%,$404.00 ,"$340,133.00 ","$77,667.66 ",3860.00%,0x2e7b0d4f9b2eaf782ed3d160e3a0a4b1a7930ada
1187,Kuma Inu(KUMA),,$0.000.000000 ETH,-5.24%,"$3,085.00 ","$339,951.00 ","$2,863,000.00 ",237560.00%,0x48c276e8d03813224bb1e55f953adb6d02fd3e02
1188,Zeni(ZENI),,$0.00040.000000 ETH,5.81%,$93.00 ,"$336,608.00 ","$3,597,600.00 ",25780.00%,0x9c6666d5ff4b53b5eb3bd866664c15d0bfcecaa7
1189,Integral(ITGR),,$0.0040.000001 ETH,-5.58%,"$29,231.00 ","$332,669.00 ","$1,188,561.11 ",19040.05%,0xd502f487e1841fdc805130e13eae80c61186bc98
1190,LunaChow(LUCHOW),,$0.000.000000 ETH,-32.35%,$3.00 ,"$332,566.00 ","$332,899,000.00 ",9350.00%,0xa5ef74068d04ba0809b7379dd76af5ce34ab7c57
1191,Stox(STX),,$0.00640.000002 ETH,0.67%,"$4,822.00 ","$332,164.00 ","$353,981.35 ",189100.00%,0x006bea43baa3f7a6f765f14f10a1a1b08334ef45
1192,ccCLO(ccCLO),,$0.00010.000000 ETH,-2.68%,$0.00 ,"$332,106.00 ",$73.69 ,31,0xccbf1c9e8b4f2cdf3bfba1098b8f56f97d219d53
1193,Theopetra(THEO),,$0.00560.000002 ETH,-26.71%,"$3,523.00 ","$329,232.00 ","$366,975.29 ",14630.00%,0xfAc0403a24229d7e2Edd994D50F5940624CBeac2
1194,Raiden(RDN),,$0.00640.000002 ETH,14.50%,"$4,743.00 ","$325,853.00 ","$637,120.00 ",166010.00%,0x255aa6df07540cb5d3d297f0d0d4d84cb52bc8e6
1195,AtromG8(EAG8),,$0.00780.000002 ETH,0.01%,"$3,427.00 ","$325,826.00 ","$38,788.83 ",109,0x0a8b16b27d5219c8c6b57d5442ce31d81573eee4
1196,Forest Knight(KNIGHT),,$0.01570.000005 ETH,-2.09%,$214.00 ,"$321,528.00 ","$784,695.75 ",45,0x4455ef8b4b4a007a93daa12de63a47eeac700d9d
1197,Octo.fi(OCTO),,$0.4020.000129 ETH,-2.79%,$0.00 ,"$320,743.00 ","$321,565.63 ",43420.00%,0x7240aC91f01233BaAf8b064248E80feaA5912BA3
1198,GOLD(GOLD),,$0.02120.000007 ETH,-6.97%,$553.00 ,"$316,703.00 ","$361,768.60 ",16770.00%,0x089453742936dd35134383aee9d78bEe63A69b01
1199,Flyp.me(FYP),,$0.01860.000006 ETH,--,$93.00 ,"$314,939.00 ","$656,161.77 ",9970.00%,0x8f0921f30555624143d427b340b1156914882c10
1200,ColonizeMars(GTM),,$0.00310.000001 ETH,-3.72%,$570.00 ,"$314,477.00 ","$314,477.00 ","1,227",0xE8B1e79D937c648Ce1fE96e6739ddb2714058a18
1201,Ojamu Token(OJA),,$0.00310.000001 ETH,-5.12%,"$2,058.00 ","$313,457.00 ","$313,468.81 ",27080.00%,0x0aa7efe4945db24d95ca6e117bba65ed326e291a
1202,0xFair(FAIR),,$0.00040.000000 ETH,-5.82%,$63.00 ,"$311,489.00 ","$360,501.36 ",601,0x32eca61dc25d0742f238ce523e66b68867625dad
1203,pTokens ORE(ORE),,$0.00050.000000 ETH,-4.11%,$41.00 ,"$308,203.00 ","$169,315.64 ",15190.00%,0x4f640f2529ee0cf119a2881485845fa8e61a782a
1204,Opium Governance Token(OPIUM),,$0.07380.000024 ETH,-6.89%,"$8,947.00 ","$307,278.00 ","$7,384,358.42 ","2,834-0.035%",0x888888888889c00c67689029d7856aac1065ec11
1205,Decentr(DEC),,$0.00280.000001 ETH,-4.45%,"$1,078.00 ","$306,240.00 ","$2,814,370.00 ","7,065-0.014%",0x30f271C9E86D2B7d00a6376Cd96A1cFBD5F0b9b3
1206,Refereum(RFR),,$0.00010.000000 ETH,1.29%,"$5,583.00 ","$305,923.00 ","$313,628.04 ",649130.00%,0xd0929d411954c47438dc1d871dd6081f5c5e149c
1207,DaTa eXchange Token(DTX),,$0.00140.000000 ETH,-7.91%,$133.00 ,"$304,642.00 ","$304,485.75 ",15320.13%,0x765f0c16d1ddc279295c1a7c24b0883f62d33f75
1208,PUBLX(PUBLX),,$0.00090.000000 ETH,--,$46.00 ,"$303,789.00 ","$85,406,000.00 ",5760.00%,0x1a6658f40e51b372e593b7d2144c1402d5cf33e8
1209,Gitcoin Staked ETH Index (gtcETH)(gtcETH),,"$3,524.581.131578 ETH",--,$43.00 ,"$299,428.00 ","$299,589.30 ",420.00%,0x36c833Eed0D376f75D1ff9dFDeE260191336065e
1210,Chief Troll Officer(CTO),,$0.00030.000000 ETH,-11.39%,"$15,253.00 ","$295,602.00 ","$299,480.00 ","1,026",0x45e412e1878080815d6d51d47b83d17869433459
1211,IPVERSE(IPV),,$2.810.000902 ETH,0.23%,"$2,392,518.00 ","$295,277.00 ","$8,430,000,000.00 ",1130.00%,0x3e2c956b4ab4807b2f942235c9074d9bd069e9f0
1212,Dorayaki(DORA),,$0.05730.000018 ETH,-4.72%,"$26,169.00 ","$294,924.00 ","$573,470.00 ",29234.82%,0xbc4171f45ef0ef66e76f979df021a34b46dcc81d
1213,Museum of Crypto Art(MOCA),,$0.11250.000036 ETH,-3.71%,"$1,094.00 ","$294,757.00 ","$1,081,102.15 ",97,0x9ac07635ddbde5db18648c360defb00f5f22537e
1214,Minds(MINDS),,$0.03340.000011 ETH,--,$51.00 ,"$293,358.00 ","$8,359,540.00 ",50050.00%,0xb26631c6dda06ad89b93c71400d25692de89c068
1215,Smart Advertising Transaction Token(SATT),,$0.00010.000000 ETH,-0.08%,$8.00 ,"$289,077.00 ","$1,360,600.00 ",147780.00%,0xdf49c9f599a0a9049d97cff34d0c30e468987389
1216,FreeTrump(TRUMP),,$0.00290.000001 ETH,9.39%,"$4,102.00 ","$288,788.00 ","$288,788.00 ","1,927-0.156%",0xD015422879A1308ba557510345E944B912b9aB73
1217,ApeSwapFinance Banana(BANANA),,$0.0010.000000 ETH,-7.33%,"$7,128.00 ","$288,266.00 ",$83.72 ,2010.00%,0x92DF60c51C710a1b1C20E42D85e221f3A1bFc7f2
1218,AVATLY(AVATLY),,$0.00440.000001 ETH,-3.54%,$289.00 ,"$285,908.00 ","$440,301.00 ",6670.00%,0x5fa3418d828e5cd3c61a66e0fc7fa4a35dadf960
1219,YFLink(YFL),,$6.050.001942 ETH,--,$607.00 ,"$285,214.00 ","$344,850.00 ","4,804-0.021%",0x28cb7e841ee97947a86B06fA4090C8451f64c0be
1220,Bloom(BLT),,$0.0050.000002 ETH,--,$61.00 ,"$283,282.00 ","$750,181.50 ",182730.00%,0x107c4504cd79c5d2696ea0030a8dd4e92601b82e
1221,TE-FOOD/TustChain(TONE),,$0.00050.000000 ETH,-44.79%,$935.00 ,"$282,929.00 ","$466,240.00 ",113400.00%,0x2Ab6Bb8408ca3199B8Fa6C92d5b455F820Af03c4
1222,XMAX(XMX),,$0.000.000000 ETH,-0.11%,"$26,222.00 ","$282,549.00 ","$313,800.00 ",1463560.00%,0x0f8c45b896784a1e408526b9300519ef8660209c
1223,Behodler.io(EYE),,$0.05070.000016 ETH,-3.02%,"$4,839.00 ","$282,107.00 ","$496,238.98 ",14370.00%,0x155ff1A85F440EE0A382eA949f24CE4E0b751c65
1224,LSD(LSD),,$0.00580.000002 ETH,37.45%,"$671,247.00 ","$277,124.00 ","$1,223,338.20 ",10.00%,0xcd1b51b87a8a7137d6421ba5a976225187a26777
1225,NucleusVision(nCash),,$0.00010.000000 ETH,0.01%,$9.00 ,"$277,069.00 ","$954,900.00 ",748690.00%,0x809826cceab68c387726af962713b64cb5cb3cca
1226,Aurora(AOA),,$0.00010.000000 ETH,0.26%,$299.00 ,"$267,548.00 ","$615,500.00 ",1023540.00%,0x9ab165d795019b6d8b3e971dda91071421305e5a
1227,Furucombo(COMBO),,$0.00570.000002 ETH,-5.77%,"$32,761.00 ","$267,114.00 ","$566,196.00 ",26310.00%,0xffffffff2ba8f66d4e51811c5190992176930278
1228,cVToken(cV),,$0.000.000000 ETH,1.64%,$19.00 ,"$266,725.00 ","$352,571.05 ","13,770-0.007%",0x50bC2Ecc0bfDf5666640048038C1ABA7B7525683
1229,Swapr(SWPR),,$0.00670.000002 ETH,-4.99%,$8.00 ,"$265,297.00 ","$671,296.00 ",4830.00%,0x6cacdb97e3fc8136805a9e7c342d866ab77d0957
1230,moda(MODA),,$0.04960.000016 ETH,5102.95%,$967.00 ,"$260,938.00 ","$49,646,510,000,000,000,000,000,000.00 ",21660.00%,0x1117ac6ad6cdf1a3bc543bad3b133724620522d5
1231,Bezoge Earth(BEZOGE),,$0.000.000000 ETH,0.33%,$6.00 ,"$259,960.00 ","$648,200.00 ",305840.00%,0xdc349913d53b446485e98b76800b6254f43df695
1232,Virtual Versions(VV),,$0.00070.000000 ETH,-14.31%,"$101,740.00 ","$257,864.00 ","$695,374.57 ",973,0x1f7e7a030aEF0A0f600dE1350c23D30B73fC7270
1233,Nebulas(NAS),,$0.00550.000002 ETH,-12.73%,$700.00 ,"$251,828.00 ","$553,271.00 ",144800.00%,0x5d65D971895Edc438f465c17DB6992698a52318D
1234,the metaverse game hub(MGH),,$0.00080.000000 ETH,0.41%,$227.00 ,"$250,513.00 ","$409,290.00 ",5600.00%,0x8765b1a0eb57ca49be7eacd35b24a574d0203656
1235,STAKE(STAKE),,$0.13380.000043 ETH,-13.89%,$972.00 ,"$247,354.00 ","$1,171,682.39 ","8,949-0.011%",0x0Ae055097C6d159879521C384F1D2123D1f195e6
1236,Bitlocus Token (Wormhole)(BTL),,$0.00050.000000 ETH,0.97%,"$1,041.00 ","$244,886.00 ","$14,680.22 ",11730.00%,0x93e32efafd24973d45f363a76d73ccb9edf59986
1237,Edgeless(EDG),,$0.00210.000001 ETH,--,"$5,390.00 ","$243,495.00 ","$279,233.18 ",74700.00%,0x08711d3b02c8758f2fb3ab4e80228418a7f8e39c
1238,MetamonkeyAi(MMAI),,$0.000.000000 ETH,2.12%,"$60,720.00 ","$242,193.00 ","$397,077.86 ","1,087",0xaa0c5B3567fd1bac8a2a11EB16c3F81a49eea90F
1239,AtariToken(ATRI),,$0.00020.000000 ETH,-16.19%,"$1,140.00 ","$241,259.00 ","$1,245,691.30 ",206380.01%,0xdacD69347dE42baBfAEcD09dC88958378780FB62
1240,Handy Token(HANDY),,$0.00030.000000 ETH,-0.01%,$5.00 ,"$239,044.00 ","$2,526,967.47 ",41050.02%,0x8bbe1a2961B41340468D0548c2cd5B7DFA9b684c
1241,ESSENTIA(ESS),,$0.00020.000000 ETH,-4.67%,"$2,118.00 ","$238,188.00 ","$386,941.28 ",220240.00%,0xfc05987bd2be489accf0f509e44b0145d68240f7
1242,NFTrade Token(NFTD),,$0.00510.000002 ETH,-0.95%,"$2,240.00 ","$237,975.00 ","$689,644.80 ",6710.00%,0x8e0fe2947752be0d5acf73aae77362daf79cb379
1243,BTOCoin(BTO),,$0.00040.000000 ETH,-0.30%,"$1,049.00 ","$237,323.00 ","$434,500.00 ",153620.00%,0x36905fc93280f52362a1cbab151f25dc46742fb5
1244,Wrapped Avian(wAVN),,$0.000.000000 ETH,-7.50%,$228.00 ,"$237,119.00 ",$0.00 ,0,0x7c648C00a225a15fda0b3d285D898e23d599b1fE
1245,Dawn(DAWN),,$0.00320.000001 ETH,--,$264.00 ,"$236,411.00 ","$243,153.61 ",29320.03%,0x580c8520deda0a441522aeae0f9f7a5f29629afa
1246,NapoleonX(NPX),,$0.00930.000003 ETH,--,$3.00 ,"$236,254.00 ","$277,945.79 ",48640.00%,0x28b5e12cce51f15594b0b91d5b5adaa70f684a02
1247,Brokoli Token(BRKL),,$0.00440.000001 ETH,-3.09%,"$7,923.00 ","$234,425.00 ","$547,372.50 ",6040.00%,0x4674a4f24c5f63d53f22490fb3a08eaaad739ff8
1248,Autonio(NIOX),,$0.00140.000000 ETH,-0.16%,"$279,597.00 ","$232,983.00 ","$452,522.40 ",23220.00%,0xc813EA5e3b48BEbeedb796ab42A30C5599b01740
1249,Calvaria: Duels of Eternity(RIA),,$0.00130.000000 ETH,12.19%,"$49,164.00 ","$232,862.00 ","$233,040.60 ",47930.00%,0x9b110Fda4E20DB18Ad7052f8468a455de7449eb6
1250,Oracle AI(ORACLE),,$0.00030.000000 ETH,-2.05%,"$1,964.00 ","$232,801.00 ","$264,440.00 ","1,417-0.071%",0x57B49219614859176Ddb029298486B6c30193Cbd
1251,RubyToken(RUBY),,$0.00270.000001 ETH,-11.49%,"$7,504.00 ","$228,259.00 ","$2,728,200.00 ","1,656",0xb30240d48c05a4b950c470e2d6aefc9117a50624
1252,HashCoin(HSC),,$0.000.000000 ETH,-3.45%,"$4,401.00 ","$227,420.00 ","$304,000.00 ",301450.00%,0x2bba3cf6de6058cc1b4457ce00deb359e2703d7f
1253,SPELLFIRE Token(SPELLFIRE),,$0.00060.000000 ETH,6.51%,"$97,394.00 ","$226,901.00 ","$366,575.40 ",5280.00%,0x3a0b022f32b3191d44e5847da12dc0b63fb07c91
1254,CPChain(CPC),,$0.00050.000000 ETH,--,$42.00 ,"$223,487.00 ","$549,419.99 ",85420.00%,0xfAE4Ee59CDd86e3Be9e8b90b53AA866327D7c090
1255,CrossSwap.com(CSWAP),,$0.01110.000004 ETH,6.08%,$32.00 ,"$222,949.00 ","$879,610.26 ",612,0xe0b0c16038845bed3fcf70304d3e167df81ce225
1256,Tate Stop(TME),,$0.00010.000000 ETH,--,$218.00 ,"$218,023.00 ","$231,565.38 ",5860.00%,0x9C4Cf40b5B5C3a58761683E65a87902130eB1b7C
1257,HitchainCoin(HIT),,$0.000.000000 ETH,14.55%,$783.00 ,"$216,703.00 ","$361,472.00 ",115220.00%,0x7995ab36bb307afa6a683c24a25d90dc1ea83566
1258,AstroTools.io(ASTRO),,$0.08170.000026 ETH,--,$28.00 ,"$215,832.00 ","$408,725.00 ",14480.00%,0xcbd55D4fFc43467142761A764763652b48b969ff
1259,Empty Set Dollar(ESD),,$0.00050.000000 ETH,-1.47%,$0.00 ,"$215,039.00 ","$56,933.59 ",18240.00%,0x36F3FD68E7325a35EB768F1AedaAe9EA0689d723
1260,Mithril Token(MITH),,$0.00030.000000 ETH,0.18%,"$2,128.00 ","$213,435.00 ","$344,860.00 ",401290.00%,0x3893b9422cd5d70a81edeffe3d5a1c6a978310bb
1261,Mineable($MNB),,$0.00030.000000 ETH,-9.00%,$96.00 ,"$207,937.00 ","$236,495.36 ",19670.00%,0x42b91f1d05afea671a2da3c780eda2abf0a2a366
1262,MedToken(MTN),,$0.00090.000000 ETH,4.82%,"$4,763.00 ","$205,550.00 ","$443,850.00 ",73570.00%,0x41dbecc1cdc5517c6f76f6a6e836adbee2754de3
1263,Moeda Loyalty Points(MDA),,$0.01050.000003 ETH,-2.00%,$671.00 ,"$205,455.00 ","$205,398.25 ",44460.00%,0x51db5ad35c671a87207d88fc11d593ac0c8415bd
1264,LSD Coin(LSD),,$0.00380.000001 ETH,--,"$69,089.00 ","$204,965.00 ","$1,896,845.00 ",8470.00%,0xfac77a24e52b463ba9857d6b758ba41ae20e31ff
1265,Arcona Distribution Contract(ARCONA),,$0.01350.000004 ETH,-36.35%,$398.00 ,"$204,641.00 ","$204,442.33 ",232430.00%,0x0f71b8de197a1c84d31de0f1fa7926c365f052b3
1266,FBX Token(FBX),,$0.000.000000 ETH,-6.51%,"$110,088.00 ","$203,213.00 ","$452,500.00 ","2,424-0.041%",0x5de597849cf72c72f073e9085bdd0dadd8e6c199
1267,Life Crypto(LIFE),,$0.00010.000000 ETH,-6.42%,"$29,739.00 ","$199,497.00 ","$726,700.00 ",33990.00%,0x6c936d4ae98e6d2172db18c16c4b601c99918ee6
1268,Unido(UDO),,$0.00260.000001 ETH,-3.80%,"$18,016.00 ","$198,733.00 ","$295,962.71 ",34600.00%,0xea3983fc6d0fbbc41fb6f6091f68f3e08894dc06
1269,Yellow Duckies(DUCKIES),,$0.00380.000001 ETH,-0.76%,$72.00 ,"$196,746.00 ","$3,777,155.84 ",100.00%,0x90b7E285ab6cf4e3A2487669dba3E339dB8a3320
1270,SWINGBY token(SWINGBY),,$0.00020.000000 ETH,-21.10%,$115.00 ,"$195,539.00 ","$202,281.34 ",11730.00%,0x8287c7b963b405b7b8d467db9d79eec40625b13a
1271,Digital Reserve Currency(DRC),,$0.00020.000000 ETH,-3.81%,"$42,507.00 ","$192,774.00 ","$192,480.00 ",27340.00%,0xa150Db9b1Fa65b44799d4dD949D922c0a33Ee606
1272,RUFF(RUFF),,$0.00020.000000 ETH,-4.53%,"$4,113.00 ","$191,328.00 ","$382,354.40 ",517890.00%,0xf278c1ca969095ffddded020290cf8b5c424ace2
1273,MT Token(MT),,$0.00010.000000 ETH,--,$130.00 ,"$188,045.00 ","$396,760.00 ",363390.00%,0x9b4e2b4b13d125238aa0480dd42b4f6fc71b37cc
1274,Espresso(ESPR),,$0.00020.000000 ETH,15.80%,"$4,814.00 ","$187,413.00 ","$187,410.00 ","1,997",0xa3c31927a092bd54eb9a0b5dfe01d9db5028bd4f
1275,Mogul Stars(STARS),,$0.00060.000000 ETH,--,$0.00 ,"$184,217.00 ","$265,535.33 ",30470.00%,0xc55c2175e90a46602fd42e931f62b3acc1a013ca
1276,LibraToken(LBA),,$0.00030.000000 ETH,-4.56%,"$8,631.00 ","$184,066.00 ","$270,920.00 ",333110.00%,0xfe5f141bf94fe84bc28ded0ab966c16b17490657
1277,SyntheticAI(SAI),,$0.00020.000000 ETH,--,$43.00 ,"$183,093.00 ","$183,090.00 ",23690.00%,0x5ea49ff332b7ad99c486347c1c2bcc73d1e22b9b
1278,ZeusShieldCoin(ZSC),,$0.00010.000000 ETH,-2.94%,"$4,441.00 ","$181,792.00 ","$522,326.23 ",600640.00%,0x7A41e0517a5ecA4FdbC7FbebA4D4c47B9fF6DC63
1279,Internxt(INXT),,$0.16210.000052 ETH,-0.76%,"$365,828.00 ","$181,580.00 ","$181,406.38 ",6680.00%,0x4a8f5f96d5436e43112c2fbc6a9f70da9e4e16d4
1280,Simple Token(ST),,$0.00030.000000 ETH,-4.81%,"$4,054.00 ","$180,085.00 ","$206,760.00 ",125130.00%,0x2c4e8f2d746113d0696ce89b35f0d8bf88e0aeca
1281,Public Mint(MINT),,$0.00160.000001 ETH,-3.56%,$518.00 ,"$173,818.00 ","$407,902.50 ","5,356-0.019%",0x0cdf9acd87e940837ff21bb40c9fd55f68bba059
1282,FLUX(FLUX),,$0.05440.000017 ETH,-7.00%,$5.00 ,"$172,027.00 ","$172,025.43 ",8440.00%,0x469eDA64aEd3A3Ad6f868c44564291aA415cB1d9
1283,ElectrifyAsia(ELEC),,$0.00030.000000 ETH,-2.41%,"$1,418.00 ","$169,418.00 ","$237,682.48 ",1274550.00%,0xd49ff13661451313ca1553fd6954bd1d9b6e02b9
1284,PUBLISH(NEWS),,$0.00010.000000 ETH,--,$0.00 ,"$164,813.00 ","$729,500.04 ",104300.00%,0x777fd20c983d6658c1d50b3958b3a1733d1cd1e1
1285,Hermes(HMX),,$0.00220.000001 ETH,-7.02%,$187.00 ,"$164,775.00 ","$22,238.37 ",4410.00%,0xb012be90957d70d9a070918027655f998c123a88
1286,CoinFi(COFI),,$0.00070.000000 ETH,-0.03%,"$5,518.00 ","$164,327.00 ","$222,984.00 ",632510.00%,0x3136ef851592acf49ca4c825131e364170fa32b3
1287,Quasacoin(QUA),,$0.0020.000001 ETH,0.64%,"$101,853.00 ","$163,560.00 ","$151,690,454.92 ",16220.00%,0x4dAeb4a06F70f4b1A5C329115731fE4b89C0B227
1288,Carbon(CRBN),,$0.0050.000002 ETH,10.26%,"$3,240.00 ","$162,549.00 ","$248,770.50 ",22090.00%,0xCdeee767beD58c5325f68500115d4B722b3724EE
1289,iDeFiYieldProtocol(iDYP),,$0.00070.000000 ETH,-2.86%,"$49,951.00 ","$160,489.00 ","$215,139.00 ",2770.00%,0xbd100d061e120b2c67a24453cf6368e63f1be056
1290,LakeView(LVM),,$0.00020.000000 ETH,--,$147.00 ,"$157,622.00 ","$171,290.00 ",2280.00%,0x5BB15141bb6DeF6d2BafeED8ff84BF889c0C573B
1291,Blind Boxes Token(BLES),,$0.00850.000003 ETH,10.83%,"$56,087.00 ","$155,221.00 ","$854,250.00 ",35520.00%,0xe796d6ca1ceb1b022ece5296226bf784110031cd
1292,CHI(CHI),,$0.01110.000004 ETH,-7.56%,"$1,039.00 ","$150,977.00 ","$1,262,781.51 ",219-0.457%,0x3b21418081528845a6df4e970bd2185545b712ba
1293,Herocoin(PLAY),,$0.0010.000000 ETH,-0.06%,$23.00 ,"$149,631.00 ","$253,403.16 ",86200.00%,0xe477292f1b3268687a29376116b0ed27a9c76170
1294,Dentacoin(Dentacoin),,$0.000.000000 ETH,-16.02%,$0.00 ,"$149,196.00 ","$1,679,088.00 ",555030.00%,0x08d32b0da63e2C3bcF8019c9c5d849d7a9d791e6
1295,ContentBox Token(BOX),,$0.00020.000000 ETH,3.22%,"$106,232.00 ","$148,487.00 ","$479,490.00 ",304280.00%,0x63f584fa56e60e4d0fe8802b27c7e6e3b33e007f
